sale_id,product_sku,currency,price,sale_at,site_id,customer_id,date,time,is_weekend,is_holiday
55,HOM-46,USD,104.99,2025-05-15 14:41:22,6,80,2025-05-15,14:41:22,false,false
56,KIT-73,USD,238.99,2022-07-02 14:52:30,11,264,2022-07-02,14:52:30,true,false
57,HOM-20,EUR,183.00,2022-09-12 14:50:07,2,21,2022-09-12,14:50:07,false,false
58,CLO-55,AUD,139.99,2022-09-28 21:07:18,7,468,2022-09-28,21:07:18,false,false
59,FOO-15,EUR,39.99,2024-09-20 14:27:20,1,385,2024-09-20,14:27:20,false,false
60,HOM-97,GBP,421.99,2023-04-20 11:31:10,3,227,2023-04-20,11:31:10,false,false
61,HOM-20,NZD,326.99,2021-04-09 17:10:21,20,384,2021-04-09,17:10:21,false,false
62,ELE-94,NZD,312.99,2024-02-27 08:40:39,20,293,2024-02-27,08:40:39,false,false
63,HOM-92,NZD,86.99,2024-08-18 99:99:99,20,459,2024-08-18,99:99:99,true,false
64,ELE-17,USD,86.95,2022-11-30 08:38:29,7,255,2022-11-30,08:38:29,false,false
65,ELE-93,EUR,889.99,2020-06-04 13:27:29,19,351,2020-06-04,13:27:29,false,false
66,CLO-66,EUR,139.00,2025-02-28 08:45:00,14,74,2025-02-28,08:45:00,false,false
67,HOM-8,USD,28.99,2022-06-19 10:01:27,11,454,2022-06-19,10:01:27,true,false
68,KIT-34,EUR,122.99,99-99-9999 20:03:47,10,225,99-99-9999,20:03:47,false,false
69,HOM-52,USD,299.99,2025-09-21 09:29:56,13,98,2025-09-21,09:29:56,true,false
70,HOM-84,AUD,197.95,2025-04-13 17:46:37,14,128,2025-04-13,17:46:37,true,false
71,CLO-11,NZD,183.99,2021-01-26 08:07:05,1,267,2021-01-26,08:07:05,false,false
72,FOO-15,EUR,18.99,2025-09-20 10:06:51,18,245,2025-09-20,10:06:51,true,false
73,KIT-59,NZD,103.95,2023-07-29 11:47:40,8,124,2023-07-29,11:47:40,true,false
74,FOO-22,NZD,9.95,2022-09-10 19:20:10,1,93,2022-09-10,19:20:10,true,false
75,KIT-85,EUR,57.99,2024-09-13 16:37:07,6,337,2024-09-13,16:37:07,false,false
76,HOM-61,USD,158.99,2020-04-29 19:59:02,13,362,2020-04-29,19:59:02,false,false
77,KIT-73,GBP,54.99,2025-09-01 18:04:24,12,156,2025-09-01,18:04:24,false,false
78,ELE-26,USD,1244.95,2023-09-27 11:39:23,16,6,2023-09-27,11:39:23,false,false
79,ELE-77,NZD,1408.99,2024-11-04 18:06:36,14,72,2024-11-04,18:06:36,false,false
80,KIT-78,GBP,53.00,2020-03-11 15:21:01,19,61,2020-03-11,15:21:01,false,false
81,ELE-26,EUR,726.99,2021-11-27 10:44:42,4,29,2021-11-27,10:44:42,true,false
82,HOM-31,EUR,91.99,2025-03-29 10:40:56,4,463,2025-03-29,10:40:56,true,false
83,KIT-21,NZD,157.99,2024-07-09 11:45:13,9,237,2024-07-09,11:45:13,false,false
84,HOM-92,NZD,437.95,2024-10-17 12:54:46,14,323,2024-10-17,12:54:46,false,false
85,CLO-11,NZD,69.99,2024-10-26 12:43:25,9,79,2024-10-26,12:43:25,true,false
86,CLO-12,EUR,146.99,2020-12-19 14:05:04,1,380,2020-12-19,14:05:04,true,false
87,HOM-18,AUD,467.00,2023-12-24 16:07:08,4,280,2023-12-24,16:07:08,true,false
88,FOO-75,AUD,6.99,2023-12-24 16:31:24,17,349,2023-12-24,16:31:24,true,false
89,FOO-81,EUR,32.99,2021-07-17 10:43:10,5,223,2021-07-17,10:43:10,true,false
90,ELE-93,EUR,1138.00,2022-10-07 09:11:34,16,371,2022-10-07,09:11:34,false,false
91,HOM-45,NZD,163.99,2021-10-20 13:24:41,17,51,2021-10-20,13:24:41,false,false
92,CLO-90,EUR,177.99,2024-10-26 18:19:15,8,322,2024-10-26,18:19:15,true,false
93,FOO-22,USD,46.99,2025-07-25 11:43:46,12,146,2025-07-25,11:43:46,false,false
94,FOO-71,NZD,20.99,2024-07-17 18:42:08,1,110,2024-07-17,18:42:08,false,false
95,KIT-87,EUR,50.95,2024-08-26 20:54:10,8,231,2024-08-26,20:54:10,false,false
96,HOM-97,GBP,415.00,2021-08-06 19:19:29,14,233,2021-08-06,19:19:29,false,false
97,KIT-47,NZD,22.95,2023-12-17 19:21:56,5,286,2023-12-17,19:21:56,true,false
98,KIT-21,GBP,141.95,2021-12-08 20:51:19,7,230,2021-12-08,20:51:19,false,false
99,KIT-34,USD,140.99,2023-04-16 10:17:29,12,291,2023-04-16,10:17:29,true,false
100,NULL,EUR,1531.95,2025-11-03 14:54:51,3,418,2025-11-03,14:54:51,false,false
101,HOM-61,EUR,304.99,2023-06-24 14:11:00,20,149,2023-06-24,14:11:00,true,false
102,FOO-4,USD,24.95,2022-08-03 20:57:58,4,194,2022-08-03,20:57:58,false,false
103,FOO-75,GBP,39.95,2021-12-02 08:34:11,13,354,2021-12-02,08:34:11,false,false
104,FOO-28,EUR,3.99,2023-05-20 17:30:09,8,164,2023-05-20,17:30:09,true,false
105,FOO-28,USD,20.99,2025-12-20 15:25:43,2,64,2025-12-20,15:25:43,true,false
106,KIT-91,GBP,14.95,2024-07-02 14:06:05,20,225,2024-07-02,14:06:05,false,false
107,CLO-11,NZD,28.99,2024-08-06 16:26:45,15,281,2024-08-06,16:26:45,false,false
108,CLO-66,USD,-927.86,2021-01-29 09:06:14,5,459,2021-01-29,09:06:14,false,false
109,KIT-85,NZD,162.99,2020-07-09 14:12:54,14,226,2020-07-09,14:12:54,false,false
110,CLO-82,AUD,60.99,2022-03-26 16:02:14,7,381,2022-03-26,16:02:14,true,false
111,CLO-57,GBP,165.00,2023-12-06 18:06:52,20,368,2023-12-06,18:06:52,false,false
112,n/a,NZD,22.99,2021-06-11 09:29:08,7,401,2021-06-11,09:29:08,false,false
113,KIT-78,EUR,-711.55,2022-11-05 12:45:41,12,493,2022-11-05,12:45:41,true,false
114,FOO-40,AUD,14.00,2021-04-23 21:23:14,14,61,2021-04-23,21:23:14,false,false
115,HOM-61,EUR,154.99,2025-05-07 11:06:33,18,289,2025-05-07,11:06:33,false,false
116,ELE-17,NZD,701.00,2022-01-19 12:50:06,14,156,2022-01-19,12:50:06,false,false
117,ELE-100,EUR,1094.00,2022-04-30 12:25:23,16,403,2022-04-30,12:25:23,true,false
118,ELE-41,EUR,1343.99,2021-01-21 19:02:18,18,266,2021-01-21,19:02:18,false,false
119,FOO-56,NZD,7.99,2025-08-20 14:11:44,19,245,2025-08-20,14:11:44,false,false
120,CLO-95,AUD,100.99,2020-04-07 08:11:20,12,232,2020-04-07,08:11:20,false,false
121,KIT-36,NZD,255.99,2024-11-26 14:47:15,14,83,2024-11-26,14:47:15,false,false
122,ELE-63,EUR,1003.95,2021-12-18 08:33:13,6,14,2021-12-18,08:33:13,true,false
123,ELE-62,AUD,1234.99,2025-05-18 21:44:20,2,321,2025-05-18,21:44:20,true,false
124,HOM-45,AUD,361.99,2021-09-15 12:27:26,14,2,2021-09-15,12:27:26,false,false
125,KIT-47,USD,244.99,2025-12-28 11:22:59,18,373,2025-12-28,11:22:59,true,false
126,ELE-93,GBP,527.95,2020-07-13 12:47:28,9,191,2020-07-13,12:47:28,false,false
127,CLO-12,EUR,29.99,2021-04-27 20:23:33,2,118,2021-04-27,20:23:33,false,false
128,HOM-50,NZD,407.95,2020-02-08 17:00:47,12,399,2020-02-08,17:00:47,true,false
129,ELE-62,NZD,845.00,2021-10-02 16:32:52,18,385,2021-10-02,16:32:52,true,false
130,KIT-2,AUD,107.95,2023-11-07 08:55:30,8,179,2023-11-07,08:55:30,false,false
131,CLO-69,EUR,92.00,2020-07-28 08:19:58,2,438,2020-07-28,08:19:58,false,false
132,CLO-69,EUR,73.99,2025-02-18 12:40:42,9,31,2025-02-18,12:40:42,false,false
133,KIT-87,USD,31.99,2022-08-27 15:42:23,5,257,2022-08-27,15:42:23,true,false
134,ELE-54,AUD,1451.00,2021-01-18 13:03:50,4,90,2021-01-18,13:03:50,false,false
135,FOO-51,AUD,49.00,2023-08-24 16:47:45,11,321,2023-08-24,16:47:45,false,false
136,KIT-2,NZD,65.99,2023-08-01 16:50:52,18,479,2023-08-01,16:50:52,false,false
137,CLO-27,GBP,56.99,2023-04-13 99:99:99,18,193,2023-04-13,99:99:99,false,false
138,FOO-72,EUR,7.99,2024-02-28 11:19:40,19,484,2024-02-28,11:19:40,false,false
139,CLO-60,EUR,98.99,2021-12-16 16:59:59,3,143,2021-12-16,16:59:59,false,false
140,HOM-45,NZD,350.95,2025-03-02 08:53:48,19,362,2025-03-02,08:53:48,true,false
141,ELE-94,AUD,923.99,2021-09-20 19:04:33,8,18,2021-09-20,19:04:33,false,false
142,CLO-57,NZD,161.99,2025-12-20 13:51:22,0,0,2025-12-20,13:51:22,true,false
143,FOO-83,EUR,36.99,2020-06-17 10:02:20,10,230,2020-06-17,10:02:20,false,false
144,CLO-55,GBP,47.99,2020-09-29 16:29:13,6,298,2020-09-29,16:29:13,false,false
145,HOM-61,EUR,98.99,2022-01-14 13:55:28,2,86,2022-01-14,13:55:28,false,false
146,CLO-32,USD,189.00,2021-05-25 12:23:02,9999,9999,2021-05-25,12:23:02,false,false
147,KIT-89,NZD,127.99,2025-06-27 13:59:10,1,298,2025-06-27,13:59:10,false,false
148,HOM-92,USD,136.99,2023-10-31 15:21:21,13,222,2023-10-31,15:21:21,false,false
149,ELE-62,NZD,1677.99,2021-05-10 19:07:54,7,232,2021-05-10,19:07:54,false,false
150,KIT-91,GBP,145.99,2021-04-01 13:48:56,13,178,2021-04-01,13:48:56,false,false
151,CLO-16,USD,169.99,2024-10-17 18:23:35,14,185,2024-10-17,18:23:35,false,false
152,ELE-67,AUD,1648.99,2023-07-08 14:31:37,4,133,2023-07-08,14:31:37,true,false
153,CLO-39,USD,63.00,2021-06-10 16:18:45,4,136,2021-06-10,16:18:45,false,false
154,FOO-71,GBP,26.99,2022-12-26 08:40:09,4,488,2022-12-26,08:40:09,false,false
155,FOO-42,AUD,10.99,2022-05-16 09:32:02,9,343,2022-05-16,09:32:02,false,false
156,HOM-18,EUR,88.99,2020-12-07 20:15:33,2,289,2020-12-07,20:15:33,false,false
157,CLO-23,AUD,197.99,2020-01-07 17:22:38,7,134,2020-01-07,17:22:38,false,false
158,HOM-31,EUR,300.99,2024-05-28 14:21:52,11,338,2024-05-28,14:21:52,false,false
159,FOO-4,EUR,21.95,2023-11-11 15:45:47,4,368,2023-11-11,15:45:47,true,false
160,HOM-52,GBP,81.99,2021-08-23 12:24:57,13,42,2021-08-23,12:24:57,false,false
161,ELE-26,AUD,1109.99,2020-02-09 21:39:55,6,204,2020-02-09,21:39:55,true,false
162,FOO-7,NZD,7.95,2021-08-05 10:07:55,14,229,2021-08-05,10:07:55,false,false
163,HOM-61,EUR,55.99,2024-01-02 16:47:54,18,86,2024-01-02,16:47:54,false,false
164,HOM-46,USD,297.99,2020-07-19 18:31:35,16,14,2020-07-19,18:31:35,true,false
165,HOM-92,USD,140.95,2025-05-20 10:15:46,18,170,2025-05-20,10:15:46,false,false
166,FOO-81,AUD,32.99,2023-10-29 11:56:48,10,209,2023-10-29,11:56:48,true,false
167,CLO-19,EUR,60.95,2020-03-15 10:16:47,3,302,2020-03-15,10:16:47,true,false
168,ELE-17,USD,520.99,2022-06-20 18:59:20,13,8,2022-06-20,18:59:20,false,false
169,ELE-77,AUD,159.99,2022-02-23 17:42:31,8,85,2022-02-23,17:42:31,false,false
170,CLO-19,NZD,91.99,2022-07-05 21:46:52,16,132,2022-07-05,21:46:52,false,false
171,CLO-23,GBP,174.99,2024-09-15 08:47:27,8,212,2024-09-15,08:47:27,true,false
172,HOM-92,AUD,100.95,2023-10-11 17:01:51,1,199,2023-10-11,17:01:51,false,false
173,ELE-17,USD,265.00,2025-04-19 13:53:13,0,0,2025-04-19,13:53:13,true,false
174,ELE-94,USD,1854.99,2023-03-13 16:18:35,5,346,2023-03-13,16:18:35,false,false
175,FOO-71,GBP,40.00,2024-09-02 13:22:38,2,484,2024-09-02,13:22:38,false,false
176,CLO-12,EUR,55.99,2022-08-08 14:41:55,5,249,2022-08-08,14:41:55,false,false
177,ELE-1,USD,46.99,2025-06-16 18:15:25,16,392,2025-06-16,18:15:25,false,false
178,FOO-81,EUR,30.99,2025-06-10 99:99:99,11,69,2025-06-10,99:99:99,false,false
179,CLO-6,EUR,193.95,2020-10-19 17:34:41,6,122,2020-10-19,17:34:41,false,false
180,CLO-68,AUD,91.00,2023-02-09 08:25:17,9,207,2023-02-09,08:25:17,false,false
181,CLO-32,EUR,79.99,2021-04-05 18:46:14,13,478,2021-04-05,18:46:14,false,false
182,ELE-26,GBP,579.99,2025-08-03 21:41:12,16,321,2025-08-03,21:41:12,true,false
183,HOM-46,USD,142.99,2020-02-19 16:39:52,7,96,2020-02-19,16:39:52,false,false
184,KIT-36,NZD,220.99,2024-03-23 14:40:00,15,81,2024-03-23,14:40:00,true,false
185,FOO-75,NZD,16.00,2025-06-25 11:20:31,4,464,2025-06-25,11:20:31,false,false
186,ELE-1,GBP,1636.99,2024-11-06 13:52:49,7,151,2024-11-06,13:52:49,false,false
187,CLO-82,AUD,94.00,2024-08-31 08:35:06,13,467,2024-08-31,08:35:06,true,false
188,CLO-68,AUD,102.95,2025-09-05 99:99:99,4,404,2025-09-05,99:99:99,false,false
189,FOO-14,AUD,33.95,2023-09-07 16:16:01,15,91,2023-09-07,16:16:01,false,false
190,HOM-92,NZD,447.00,2024-07-31 15:38:46,13,371,2024-07-31,15:38:46,false,false
191,ELE-100,NZD,1584.99,2020-12-29 08:16:57,16,255,2020-12-29,08:16:57,false,false
192,KIT-59,AUD,118.95,2020-07-23 16:48:46,2,316,2020-07-23,16:48:46,false,false
193,ELE-63,USD,560.95,2021-07-18 15:50:12,19,323,2021-07-18,15:50:12,true,false
194,KIT-59,USD,184.99,2022-10-08 10:33:26,1,351,2022-10-08,10:33:26,true,false
195,CLO-68,USD,181.95,2022-09-30 13:59:54,17,217,2022-09-30,13:59:54,false,false
196,HOM-52,AUD,196.99,2025-08-21 09:18:16,5,120,2025-08-21,09:18:16,false,false
197,HOM-18,NZD,245.00,2023-03-28 08:39:58,9,264,2023-03-28,08:39:58,false,false
198,FOO-15,GBP,39.99,2023-01-01 16:53:00,2,19,2023-01-01,16:53:00,true,true
199,CLO-79,NZD,109.00,2023-10-09 12:50:43,12,47,2023-10-09,12:50:43,false,false
200,ELE-94,GBP,1360.99,2022-08-22 20:38:43,6,490,2022-08-22,20:38:43,false,false
201,KIT-73,NZD,187.95,2021-12-08 17:40:10,2,309,2021-12-08,17:40:10,false,false
202,KIT-59,AUD,142.99,2023-02-28 16:01:28,11,157,2023-02-28,16:01:28,false,false
203,FOO-7,AUD,18.99,2025-08-24 09:51:26,8,36,2025-08-24,09:51:26,true,false
204,KIT-36,NZD,158.00,2024-11-25 21:43:48,7,365,2024-11-25,21:43:48,false,false
205,HOM-61,EUR,30.99,2022-11-01 14:16:14,19,300,2022-11-01,14:16:14,false,false
206,HOM-50,NZD,490.00,2021-09-08 12:40:36,1,94,2021-09-08,12:40:36,false,false
207,KIT-38,AUD,238.99,2023-11-02 15:41:39,8,173,2023-11-02,15:41:39,false,false
208,CLO-66,USD,111.00,2024-02-05 21:29:17,0,9999,2024-02-05,21:29:17,false,false
209,CLO-90,NZD,52.99,2025-05-17 16:08:10,8,435,2025-05-17,16:08:10,true,false
210,FOO-56,NZD,14.99,2024-09-27 12:48:48,13,232,2024-09-27,12:48:48,false,false
211,HOM-20,USD,195.95,2024-08-21 14:21:18,1,71,2024-08-21,14:21:18,false,false
212,CLO-65,USD,89.00,2024-08-25 17:37:06,16,238,2024-08-25,17:37:06,true,false
213,CLO-96,USD,108.00,2020-01-18 13:00:23,4,87,2020-01-18,13:00:23,true,false
214,FOO-81,GBP,27.99,2020-05-05 18:14:33,1,357,2020-05-05,18:14:33,false,false
215,FOO-7,AUD,20.99,2021-03-28 13:11:29,4,176,2021-03-28,13:11:29,true,false
216,CLO-27,AUD,31.99,2024-09-28 19:45:39,16,10,2024-09-28,19:45:39,true,false
217,HOM-76,EUR,199.95,2023-07-11 13:47:46,9,176,2023-07-11,13:47:46,false,false
218,KIT-44,NZD,104.00,2023-10-12 20:16:32,18,163,2023-10-12,20:16:32,false,false
219,CLO-79,AUD,99.99,2024-02-13 99:99:99,4,108,2024-02-13,99:99:99,false,false
220,HOM-31,NZD,472.00,2024-11-03 99:99:99,8,46,2024-11-03,99:99:99,true,false
221,HOM-61,GBP,483.99,2022-09-14 12:51:26,14,12,2022-09-14,12:51:26,false,false
222,CLO-33,GBP,-60.47,2023-03-04 20:41:17,7,373,2023-03-04,20:41:17,true,false
223,CLO-9,GBP,32.00,2021-08-25 17:30:10,17,94,2021-08-25,17:30:10,false,false
224,ELE-41,GBP,853.99,2023-03-30 10:10:44,4,52,2023-03-30,10:10:44,false,false
225,KIT-2,GBP,158.99,2021-11-16 14:20:50,19,343,2021-11-16,14:20:50,false,false
226,HOM-64,USD,49.95,2024-07-13 14:10:34,12,89,2024-07-13,14:10:34,true,false
227,ELE-37,NZD,1939.99,2022-08-15 19:29:21,5,447,2022-08-15,19:29:21,false,false
228,FOO-56,GBP,29.99,2024-05-30 21:31:39,9,85,2024-05-30,21:31:39,false,false
229,HOM-97,NZD,85.99,2020-11-02 20:31:21,0,0,2020-11-02,20:31:21,false,false
230,KIT-38,EUR,133.99,2025-01-18 15:02:35,5,264,2025-01-18,15:02:35,true,false
231,FOO-28,GBP,88.99,2022-05-02 08:07:01,7,59,2022-05-02,08:07:01,false,false
232,ELE-100,EUR,1784.00,2023-10-06 19:43:46,20,135,2023-10-06,19:43:46,false,false
233,ELE-62,USD,1882.99,2024-08-19 19:00:45,5,452,2024-08-19,19:00:45,false,false
234,FOO-15,USD,38.00,99-99-9999 13:31:05,5,358,99-99-9999,13:31:05,false,false
235,HOM-8,USD,494.00,2024-06-25 09:35:26,12,461,2024-06-25,09:35:26,false,false
236,CLO-12,AUD,105.99,2023-01-30 19:35:18,17,304,2023-01-30,19:35:18,false,false
237,HOM-8,AUD,324.95,2024-05-11 18:28:27,7,4,2024-05-11,18:28:27,true,false
238,CLO-27,GBP,33.99,2021-03-07 21:43:44,5,222,2021-03-07,21:43:44,true,false
239,HOM-76,GBP,165.99,2021-03-08 16:14:29,8,219,2021-03-08,16:14:29,false,false
240,ELE-63,GBP,1391.00,2024-12-30 12:24:13,5,166,2024-12-30,12:24:13,false,false
241,FOO-40,AUD,2.99,2022-08-05 11:49:35,5,487,2022-08-05,11:49:35,false,false
242,HOM-50,NZD,404.99,2022-01-16 21:15:00,7,70,2022-01-16,21:15:00,true,false
243,FOO-86,AUD,36.99,99-99-9999 10:27:31,19,400,99-99-9999,10:27:31,false,false
244,KIT-21,NZD,163.99,2025-09-19 10:25:53,3,88,2025-09-19,10:25:53,false,false
245,CLO-82,GBP,15.99,2025-07-19 20:14:29,5,100,2025-07-19,20:14:29,true,false
246,CLO-23,EUR,161.99,2023-05-04 15:37:45,3,404,2023-05-04,15:37:45,false,false
247,KIT-73,AUD,217.99,2025-11-07 13:56:53,13,460,2025-11-07,13:56:53,false,false
248,CLO-57,NZD,797836.57,2024-07-11 13:13:42,2,260,2024-07-11,13:13:42,false,false
249,CLO-65,EUR,170.00,2025-10-13 10:48:51,14,215,2025-10-13,10:48:51,false,false
250,FOO-51,AUD,28.95,2024-08-29 14:41:07,3,136,2024-08-29,14:41:07,false,false
251,CLO-12,USD,140.95,2022-09-08 12:49:02,9,284,2022-09-08,12:49:02,false,false
252,CLO-16,NZD,75.99,2025-01-26 09:22:55,18,155,2025-01-26,09:22:55,true,false
253,HOM-64,USD,133.99,2020-02-17 09:33:33,5,366,2020-02-17,09:33:33,false,false
254,FOO-40,EUR,48.99,2025-04-19 12:55:49,2,292,2025-04-19,12:55:49,true,false
255,FOO-5,USD,4.00,2023-02-14 18:47:41,8,141,2023-02-14,18:47:41,false,false
256,ELE-63,GBP,1995.95,2021-09-19 15:34:02,3,94,2021-09-19,15:34:02,true,false
257,FOO-14,EUR,27.99,2022-04-29 08:18:18,19,156,2022-04-29,08:18:18,false,false
258,ELE-62,USD,215.00,2022-12-11 20:48:24,13,86,2022-12-11,20:48:24,true,false
259,CLO-74,EUR,159.99,2025-03-30 09:11:49,15,243,2025-03-30,09:11:49,true,false
260,CLO-65,EUR,174.99,2022-01-28 10:02:01,2,497,2022-01-28,10:02:01,false,false
261,FOO-51,USD,22.95,2023-01-07 20:09:56,10,312,2023-01-07,20:09:56,true,false
262,CLO-55,USD,172.99,2024-02-15 99:99:99,6,222,2024-02-15,99:99:99,false,false
263,CLO-96,AUD,164.00,2020-05-24 14:12:21,11,81,2020-05-24,14:12:21,true,false
264,CLO-9,EUR,122.95,2021-08-09 10:43:32,6,48,2021-08-09,10:43:32,false,false
265,CLO-39,NZD,161.00,2023-10-06 18:21:37,13,207,2023-10-06,18:21:37,false,false
266,CLO-9,USD,106.99,2021-02-03 19:34:20,9,149,2021-02-03,19:34:20,false,false
267,FOO-83,NZD,36.00,2021-10-04 12:23:16,6,19,2021-10-04,12:23:16,false,false
268,CLO-57,EUR,198.99,2022-03-01 19:10:32,4,251,2022-03-01,19:10:32,false,false
269,FOO-81,USD,39.99,2023-11-17 16:14:36,17,361,2023-11-17,16:14:36,false,false
270,FOO-7,EUR,36.95,2025-01-11 10:50:15,3,4,2025-01-11,10:50:15,true,false
271,HOM-45,AUD,386.99,2020-07-28 21:06:11,12,372,2020-07-28,21:06:11,false,false
272,FOO-51,GBP,14.95,2023-10-11 10:12:37,18,51,2023-10-11,10:12:37,false,false
273,CLO-19,EUR,89.95,2020-02-01 19:30:37,6,484,2020-02-01,19:30:37,true,false
274,HOM-35,GBP,198.00,2024-08-24 08:57:54,20,487,2024-08-24,08:57:54,true,false
275,FOO-81,AUD,34.99,2022-01-18 13:27:13,1,112,2022-01-18,13:27:13,false,false
276,ELE-77,EUR,1138.99,2023-06-30 18:02:47,0,0,2023-06-30,18:02:47,false,false
277,HOM-64,AUD,112.00,2022-01-18 08:09:05,3,382,2022-01-18,08:09:05,false,false
278,FOO-99,AUD,8.99,2024-02-26 08:50:48,2,315,2024-02-26,08:50:48,false,false
